Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
2427,11489401,"Harshpreet Singh","2024-01-12 18:05:38",0.86547,2,hrshpreet
2428,11468085,"Davis Nyagami","2024-01-20 17:33:18",0.86545,5,nyagami
2429,11487496,baphometyr,"2024-01-16 21:21:23",0.86539,3,baphometyr
2430,11464829,"Jide Dada","2024-01-07 07:23:26",0.86532,4,dolajyd
2431,11465104,ConorD,"2024-01-21 01:01:16",0.86526,3,cjd1989
2432,11503632,"Phuoc Nguyen","2024-01-12 19:10:19",0.86520,1,phuocnguyenn
2433,11489662,Khushalparmar,"2024-01-09 12:40:30",0.86519,1,khushalparmar
2434,11476360,"Aidan O'Brien","2024-01-12 14:13:50",0.86517,1,aidantobrien
2435,11464080,"Vaibhav Suntwal","2024-01-09 13:43:10",0.86515,1,vaibhavsuntwal
2436,11463994,"A. Goettel","2024-01-09 09:40:23",0.86480,9,agoettel
2437,11554050,"Saber Ghaderi","2024-01-26 10:06:43",0.86478,2,ghaderisaber
2438,11488952,AOZ,"2024-01-09 08:23:15",0.86472,1,ahmet17
2439,11463502,"Martin Oywa","2024-01-03 22:28:05",0.86471,2,martinoywa
2440,11460750,"Chase Graham","2024-01-27 18:49:21",0.86468,2,chasegraham
2441,11490273,"RUCHIKA RANI","2024-01-25 15:31:52",0.86424,1,ruchikarani
2442,11527108,instancee,"2024-01-27 11:53:20",0.86406,3,instancee
2443,11507291,mmojz642,"2024-01-20 04:54:28",0.86396,2,mmojz642
2444,11514071,"Lakshya Joshi","2024-01-16 21:33:32",0.86394,2,quackinghorse
2445,11498658,"Anmol Preet Singh","2024-01-16 21:02:28",0.86389,3,anmolsmann
2446,11508175,"S zihath","2024-01-25 09:47:38",0.86366,3,szihath
2447,11473140,ClapClapClap,"2024-01-09 01:20:19",0.86357,2,aldggr
2448,11472288,victorhu,"2024-01-04 21:33:12",0.86350,3,victorhu95
2449,11488875,Ajayn3300,"2024-01-17 04:05:04",0.86322,7,ajayn3300
2450,11488044,Harry240101,"2024-01-26 08:19:44",0.86306,3,harry240101
2451,11516507,"Majid Rafi","2024-01-19 08:53:00",0.86297,8,majidrafi
2452,11515715,"Nick Fleece","2024-01-18 05:23:04",0.86216,1,nickfleece
2453,11474806,JDau,"2024-01-27 04:04:11",0.86197,20,jdaustralia
2454,11474329,"Dhinesh Babbu","2024-01-05 12:32:27",0.86160,3,dhineshbabbu
2455,11552124,Muhammad_Usman_Jutt,"2024-01-24 15:47:54",0.86135,1,muhammadusmanjutt
2456,11545784,"Kag stick","2024-01-22 23:28:32",0.86109,1,kagstick
2457,11554718,"Samarpit Kandhari","2024-01-28 11:24:46",0.86072,3,sanarpit
2458,11485837,"Mohd Arif Hakim","2024-01-08 13:47:13",0.86036,1,mohdarifhakim
2459,11506238,PeterGrundell,"2024-01-13 12:59:49",0.86023,1,petea2z
2460,11500358,PyroTech,"2024-01-14 09:24:48",0.85994,4,pyrotech
2461,11540080,"Muhammad Haroon ul Hasnain","2024-01-22 20:13:01",0.85990,2,haroon669
2462,11465605,Lovish.Garg2882,"2024-01-04 10:20:38",0.85986,5,lovishgarg2882
2463,11504651,"Mostafa Emad123","2024-01-14 00:51:04",0.85975,1,mostafaemad123
2464,11494594,"Georgy Ganchenko","2024-01-11 11:54:57",0.85949,4,georgyganchenko
2465,11483742,MikioSetsu,"2024-01-17 21:00:15",0.85877,1,mikiosetsu
2466,11485219,"Sonu Saini","2024-01-17 16:21:30",0.85856,23,raman209
2467,11537311,Eashwar_1234,"2024-01-21 04:40:46",0.85808,2,eashwar1234
2468,11509833,Akanksha_Solanki123,"2024-01-16 19:16:49",0.85799,1,akankshasolanki123
2469,11468399,"Betül Demirdağ","2024-01-26 12:40:22",0.85795,1,betlbaak
2470,11567098,"Aadarsh velu","2024-01-28 10:54:31",0.85739,1,aadarshvelu
2471,11489468,levireijns,"2024-01-23 14:14:54",0.85593,3,levireijns
2472,11480686,"pratyush giri","2024-01-25 09:26:48",0.85511,1,pratyushgiri
2473,11515280,"Yasutaka Tsuchida","2024-01-16 06:43:15",0.85452,2,tsuchiday
2474,11469567,"gyuri park","2024-01-08 11:09:19",0.85443,1,gyurip
2475,11515373,"Kosuke Nakagaki","2024-01-16 06:32:17",0.85374,1,kosukenakagaki
2476,11463534,"Bryan Piguave","2024-01-02 19:53:06",0.85366,2,bryanpiguave
2477,11461800,"Saravana Dhanabal","2024-01-02 09:57:11",0.85363,1,saravanadhanabal
2478,11502828,enizzzz,"2024-01-25 12:02:09",0.85317,9,enizzzz
2479,11470096,"Mithat Yavuzarslan","2024-01-09 08:14:53",0.85305,1,amaninaman
2480,11516378,"zuo gen","2024-01-16 15:01:48",0.85297,1,zuogen
2481,11477232,Omay,"2024-01-08 11:13:42",0.85276,2,oohhyi
2482,11466515,"Shahal Thayyil","2024-01-07 12:00:07",0.85247,4,shahalthayyil
2483,11476077,AlbertoLlamas,"2024-01-12 07:14:14",0.85176,28,albertollamas
2484,11487419,ziron,"2024-01-09 01:52:31",0.85127,3,supreethmanyam
2485,11460679,apallem,"2024-01-16 01:44:47",0.85064,5,"apallem,suryapal"
2486,11505950,"Rushikesh Deshmukhe","2024-01-14 11:23:16",0.85004,1,rushikeshdeshmukhe
2487,11461697,Ye110wd09,"2024-01-21 11:17:41",0.84998,1,ye110wd09
2488,11464366,"Suyash Kapil","2024-01-12 06:17:54",0.84916,21,suyashkapil
2489,11511578,ฺBeater_kung,"2024-01-15 07:49:11",0.84899,1,santipabtongchan
2490,11479294,"Mahesh 07","2024-01-27 13:38:29",0.84835,9,maheshbabu024
2491,11494609,"JANBOUBI ABDERRAHIM","2024-01-13 07:56:45",0.84645,3,janboubiabderrahim
2492,11566194,"Soumyadeep Sarkar","2024-01-27 17:52:05",0.84530,1,soumyadeepsarkar12
2493,11491445,"Augusto Moura Kieling","2024-01-25 22:35:26",0.84486,4,augustomourakieling
2494,11501352," Sumanthreal","2024-01-28 04:27:19",0.84444,10,sumanthreal
2495,11471315,"Itai Add","2024-01-14 21:45:46",0.84425,3,itaiadd
2496,11549505,"Victor Jokanola","2024-01-24 08:23:36",0.84412,1,favourphilicvictor
2497,11480710,"Chuka Obi","2024-01-08 07:57:36",0.84358,1,chukaobi
2498,11463249,"Hamza CHERGUI","2024-01-02 16:09:51",0.84311,4,hamzachergui
2499,11474709,Achyut22,"2024-01-05 10:16:59",0.84310,1,achyut22
2500,11554449,bm2002,"2024-01-27 02:23:26",0.83998,2,bm2002
2501,11461650,"Alpiro Innovation Labs","2024-01-28 09:41:46",0.83944,13,alpiroinnovationlabs
2502,11528350,GMatrone,"2024-01-20 20:27:23",0.83932,1,randomcluster
2503,11479912,"Claudio Sturaro","2024-01-09 00:59:09",0.83856,6,sturarods
2504,11488049,Adam23R,"2024-01-16 22:09:15",0.83770,2,adam23r
2505,11487315,"Om Sonawane","2024-01-24 12:02:43",0.83715,6,omsonawane8
2506,11553708,"Luohao Xu","2024-01-24 12:05:00",0.83627,1,xuluohao
2507,11485141,dumbbelldore,"2024-01-09 05:09:39",0.83504,1,seokhyokang
2508,11539242,"Yimeng Ye","2024-01-21 13:32:19",0.83419,1,yimengye
2509,11535775,Abbas,"2024-01-22 10:13:56",0.83397,1,abbasrashedi
2510,11558021,"Nikita Zheludkov","2024-01-26 20:04:20",0.83217,1,nikitazheludkov
2511,11511320,"rahil sidiqqui","2024-01-27 14:57:49",0.83127,5,rahilsidiqqui
2512,11538297,"maria nadeem","2024-01-27 21:58:53",0.83059,6,marianadeem755
2513,11511254,Amirah,"2024-01-28 04:02:53",0.82991,1,myrazd
2514,11461457,SDes,"2024-01-28 05:48:48",0.82989,24,sndesilva
2515,11465069,Mattthew12o,"2024-01-03 03:12:56",0.82944,1,mattthew12o
2516,11505607,"Kowshik Sankar Roy","2024-01-13 12:52:05",0.82936,1,turzzo
2517,11557439,Thermostatic,"2024-01-27 00:51:34",0.82911,2,thermostatic
2518,11516933,"Nakaya Yoshimi","2024-01-18 22:45:00",0.82898,2,nakayayoshimi
2519,11521708,"Khyati Munjal","2024-01-17 16:31:21",0.82843,2,khyatimunjal
2520,11565136,Alfredo,"2024-01-28 06:10:24",0.82769,1,alfredkondoro
2521,11474268,Tuhinm2002,"2024-01-24 17:35:59",0.82697,12,tuhinm2002
2522,11497480,"Arindam Baruah","2024-01-21 12:55:34",0.82592,3,arindambaruah
2523,11517216,Askold221,"2024-01-16 17:09:24",0.82536,1,askold221
2524,11522779,R-minator,"2024-01-26 06:45:13",0.82527,1,rminator
2525,11498726,"Sirisha Singla 1906","2024-01-17 12:19:57",0.82420,2,sirishasingla1906
2526,11475197,"Emre Yıldızoğlu","2024-01-26 20:02:59",0.82370,2,emreyldzolu
2527,11545526,YoanPt,"2024-01-23 18:59:00",0.82358,2,yoanpt
2528,11542222,NRAKS,"2024-01-22 11:51:31",0.82325,1,nraksnt
2529,11520991,Navjot_Kaur1312,"2024-01-17 12:54:39",0.82316,1,navjotkaur1312
2530,11543130,"Saif Ullah","2024-01-24 07:50:02",0.82217,1,expt101
2531,11477156,"HIMANSHU KUMAR SAW","2024-01-06 11:34:50",0.82135,1,himanshukumarsaw
2532,11513680,"Anton Mlk","2024-01-24 12:24:53",0.82132,8,antonmlk
2533,11476118,GawainChin,"2024-01-13 02:35:41",0.82007,1,gawainchin
2534,11539643,"Muhammad Haseeb Abbasi","2024-01-24 09:46:09",0.81824,1,muhammadhaseebabbasi
2535,11467296,"Vidhi Kishor Waghela","2024-01-04 10:28:44",0.81797,1,vidhikishorwaghela
2536,11482507,fongpd,"2024-01-07 03:37:18",0.81739,1,"fongpd,luolxj,zhangzexigdut"
2537,11493984,TH3_W1NG_M3N,"2024-01-22 16:21:20",0.81478,8,"avindivakara,kasrsugeeshwara,melindamay"
2538,11485258,"Nguyen Hoang The Kiet","2024-01-18 09:31:45",0.81476,4,nguyenhoangthekiet
2539,11544943,"Shreya Prasad","2024-01-27 15:41:38",0.81476,12,shreyaprasad0303
2540,11462550,Cyril,"2024-01-08 13:02:35",0.81450,4,cyrilb38
2541,11523536,"Francis Spears","2024-01-25 03:43:19",0.81448,12,francisspears
2542,11476365,"Michael Hook","2024-01-05 22:14:22",0.81446,3,michaelhook
2543,11470132,"Dayne Bloxham","2024-01-05 08:41:31",0.81438,1,daynebloxham
2544,11515914,"Anshar Barron","2024-01-27 01:35:50",0.81437,1,ansharbarron
2545,11487329,"Andrei Comăneci","2024-01-09 05:57:52",0.81436,3,andreicomneci
2546,11480626,"Rahul Bahuguna01","2024-01-09 19:45:03",0.81436,1,rahulbahuguna01
2547,11491419,fnaufel,"2024-01-10 19:01:03",0.81436,1,fnaufel
2548,11502721,"Ishmael Turk","2024-01-16 10:25:23",0.81435,3,ishmaelturk
2549,11485399,"Ujjval Vashisht","2024-01-17 17:13:55",0.81434,2,ujjvalvashisht
2550,11547284,"Sanyam Gupta","2024-01-23 06:34:08",0.81434,1,sanyamgupta2003
2551,11568061,Ujjval_Vashisht_04,"2024-01-28 04:49:37",0.81434,1,ujjvalvashisht04
2552,11489597,"Daniel Boudagian","2024-01-10 00:42:55",0.81434,1,danielboudagian
2553,11547595,"Jesse Hoekstra","2024-01-23 14:57:52",0.81431,1,jessehoekstra
2554,11553528,VishalSinha,"2024-01-26 09:32:48",0.81428,1,vsinha27
2555,11483348,"Naman Agarwal","2024-01-13 18:14:38",0.81409,1,namanag15
2556,11508770,"Thapar - Sanyam Goyal","2024-01-17 19:33:16",0.81322,2,sanyamgoyal401
2557,11494983,Auctarios,"2024-01-23 09:01:47",0.81306,3,auctarios
2558,11467085,"Shemsu Nurye","2024-01-03 15:03:52",0.81204,4,shemsunurye
2559,11477235,"Charles Rice","2024-01-28 03:57:23",0.81056,13,ufosoftwarellc
2560,11482758,Justine231,"2024-01-27 15:00:08",0.81050,7,justine231
2561,11510364,Александр_Коняев_Санкт-Петербург,"2024-01-17 00:18:31",0.80940,19,speciall
2562,11468545,"Jacob Speer","2024-01-27 19:19:03",0.80708,4,jacobspeer
2563,11522422,"Michele Meziu","2024-01-19 21:54:39",0.80644,4,michelemeziu
2564,11478116,"Oguzhan Tuncer","2024-01-06 09:05:28",0.80603,1,zwozzy
2565,11522719,"mojtaba amirkhani","2024-01-18 02:05:46",0.80551,5,mojtaba07
2566,11506812,みどりんご(Midoringo),"2024-01-14 07:31:05",0.80545,1,mikotowakatsuki
2567,11473708,Bob666666,"2024-01-05 08:31:36",0.80523,5,bob666666
2568,11476945,"Elahe Esl","2024-01-20 18:04:36",0.80493,6,elaheesl
2569,11539020,Ryo_T,"2024-01-21 15:57:50",0.80450,2,ryotatsubouchi
2570,11462753,"Erick Burnham","2024-01-18 00:34:43",0.80434,11,panamjck
2571,11478474,Jimmy,"2024-01-19 19:10:50",0.80419,1,figolm10
2572,11461826,"Monis Khan","2024-01-20 10:21:54",0.80404,19,zeeagle
2573,11562691,"Tevfik Can Özay","2024-01-26 14:52:57",0.80380,3,canzay
2574,11515789,"Praney Kalra","2024-01-16 22:03:10",0.80357,1,praneykalra
2575,11525754,ninininim,"2024-01-20 07:54:10",0.80347,5,ninininim
2576,11508843,"Sinjoy Saha","2024-01-14 13:04:25",0.80332,1,sinjoysaha
2577,11521836,"sanskriti kanagala","2024-01-22 15:05:19",0.80319,4,sanskritikanagala
2578,11540600,alex_mnpv,"2024-01-21 21:56:58",0.80317,5,alexmnpv
2579,11479048,NizELITE,"2024-01-06 15:09:06",0.80309,1,k214744nizamuldin
2580,11522434,"Shubham Kale","2024-01-17 21:09:38",0.80309,4,shubhamkale23094
2581,11477984,"Abdullah Umar Ali","2024-01-10 18:03:20",0.80308,7,abdullahumarali
2582,11500897,"Ilona Holostova","2024-01-27 00:02:10",0.80305,3,ilonaholostova
2583,11526947,"mostapha sallam","2024-01-21 19:51:01",0.80295,2,mostaphasallam
2584,11517759,"Adhyan Baluja","2024-01-16 21:43:12",0.80295,3,adhyanbaluja
2585,11540622,shreenathb,"2024-01-22 15:18:41",0.80295,2,shreenathb
2586,11491711,Liana,"2024-01-09 21:07:35",0.80293,1,oanadarc
2587,11533609,"Aymane Rbaati","2024-01-27 15:33:14",0.80261,6,aymanerbaati
2588,11461305,V1V4LD1,"2024-01-06 13:36:45",0.80249,9,v1v4ld1
2589,11486830,Enrique,"2024-01-09 16:52:36",0.80242,4,enros99
2590,11513246,"Sanoop k v","2024-01-19 08:20:30",0.80209,12,sanoopkv
2591,11519687,"Harshit Ajakiya","2024-01-21 14:25:16",0.80181,7,harshitajakiya
2592,11528005,"Guillermo Casanova","2024-01-27 08:06:24",0.80167,10,gjcasanovaf
2593,11466408,"Vaibhav Kumar96","2024-01-03 09:33:44",0.80162,5,vaibhavkumar96
2594,11541293,"HUNG WAI KAY","2024-01-22 17:01:45",0.80161,5,hungwaikay
2595,11476364,"Divyam Agarwal","2024-01-28 05:36:51",0.80158,9,divyam88
2596,11536708,Argu,"2024-01-21 19:34:26",0.80133,9,pabloargelles
2597,11495937,"Sisir Kumar Dash","2024-01-10 19:03:24",0.80124,1,sisirkumardash
2598,11554340,"Rajorshi Tah","2024-01-25 09:23:12",0.80109,5,rajo09
2599,11472842,"SUBHANKAR MUKHERJEE","2024-01-24 22:27:00",0.80006,19,subham56114
2600,11465543,jyothish,"2024-01-08 04:03:35",0.79992,15,jyothish
2601,11502087,RonnyM,"2024-01-13 10:20:05",0.79989,8,shiroritufoot
2602,11488874,"SOUMYA V NAMBOODIRIPAD","2024-01-13 14:15:55",0.79932,10,soumyavnamboodiripad
2603,11528321,VoLuIcHiK,"2024-01-26 21:46:56",0.79915,5,voluichik
2604,11516878,"Othman Lutfi","2024-01-27 07:28:56",0.79860,14,othmanlutfi
2605,11466287,"Avneet Singh","2024-01-09 09:38:45",0.79852,4,avneets2103
2606,11476773,"Caleb Gasser","2024-01-06 21:17:14",0.79847,8,cgasser
2607,11465494,"ABHIRAM NAIDU","2024-01-10 13:47:51",0.79826,8,abhiramnaidu
2608,11468261,jaouadT,"2024-01-04 10:47:25",0.79781,6,jaouadtagnamas
2609,11511185,"Miras Baisbay [dsmlkz]","2024-01-20 13:57:57",0.79772,4,mirasb
2610,11469099,"Namura Taichi","2024-01-11 13:48:00",0.79767,10,namurataichi
2611,11492918,"Hasnain Adil","2024-01-13 18:23:08",0.79739,5,hasnainadil
2612,11550418,AliIrmak,"2024-01-27 21:23:51",0.79713,1,aliirmak1
2613,11532394,"Rionando Soeksin Putra","2024-01-20 15:31:11",0.79673,1,rionandosoeksinputra
2614,11516836,"Denis H Mahajan","2024-01-16 12:50:21",0.79670,2,denishmahajan
2615,11529257,"Wilson Yow","2024-01-23 06:43:30",0.79648,7,wilsonyow
2616,11517223,"Lim Ting Kai","2024-01-17 16:03:23",0.79603,3,limtingkai
2617,11493531,"None of Name","2024-01-17 03:37:13",0.79551,11,noneofname
2618,11491112,RtotheG,"2024-01-11 00:28:21",0.79505,11,rtotheg
2619,11471660,gigity,"2024-01-06 06:57:12",0.79466,5,gigity
2620,11517350,"Brian Nieto","2024-01-24 05:04:05",0.79365,1,briannieto
2621,11461935,Chandana,"2024-01-19 10:43:01",0.79357,1,halfmooon
2622,11480892,"Shivani Jaiswal","2024-01-07 06:50:00",0.79339,1,shivijaiswal
2623,11477024,"Ryan Tenbarge","2024-01-09 08:06:34",0.79331,1,ryantenbarge
2624,11565230,HolmonAlp,"2024-01-28 10:57:10",0.79298,1,holmonalp
2625,11462961,第二颗芳草,"2024-01-09 00:24:16",0.79263,6,dierkefangcao
2626,11510053,"Rufina J","2024-01-14 19:37:17",0.79250,1,rufinajohn
2627,11461163,"Biswanath Bose","2024-01-22 23:32:31",0.79225,3,biswanathbose
2628,11464416,"Akash Sardar","2024-01-04 04:11:00",0.79205,2,akashjoysardar
2629,11525709,snezhana,"2024-01-25 21:05:41",0.79084,5,cnezhmar
2630,11567016,mindwrapped,"2024-01-28 01:53:07",0.79027,1,arostt
2631,11516150,"Rahul jaiswal","2024-01-27 09:56:03",0.78940,11,"anshukulshrestha,rahuljaiswal0303"
2632,11460704,"Hasibullah Aman","2024-01-10 02:43:53",0.78896,2,hasibullahaman
2633,11550384,"Bishoy Hany Raafat Wissa","2024-01-28 03:36:19",0.78852,9,bishoyhany
2634,11518450,kkkdse,"2024-01-17 11:10:50",0.78825,6,kkkdse
2635,11550025,Aditya_Singh123#1,"2024-01-24 11:24:13",0.78787,1,adityasingh1231
2636,11508425,"Saurabh Sawhney","2024-01-20 15:09:50",0.78785,11,saurabhsawhney
2637,11562879,"Melissa Tomkins","2024-01-27 12:54:24",0.78766,8,melissatomkins
2638,11545699,"Abhinandan Samal","2024-01-28 11:41:10",0.78735,15,abhinandansamal
2639,11470235,"Likhit Phalak","2024-01-04 08:00:56",0.78732,3,likhitphalak
2640,11482327,"Varad Jadhav","2024-01-12 10:16:31",0.78688,4,varadjadhav
2641,11516424,palak._.98039,"2024-01-16 14:07:18",0.78637,1,palak98039
2642,11558177,PanditaProgrammer,"2024-01-25 10:30:39",0.78602,1,panditaprogrammer
2643,11470535,"Ouafik Adil","2024-01-04 14:19:47",0.78564,2,ouafikadil
2644,11462748,"Quentin Morelle","2024-01-03 15:54:20",0.78431,1,quentinmorelle
2645,11475906,Akash,"2024-01-05 19:27:57",0.78431,2,akashhiremath25
2646,11468322,"Nnanke Williams","2024-01-10 16:04:49",0.78399,6,nnankewilliams
2647,11513844,"KAUSHIK METHA","2024-01-17 12:50:00",0.78318,1,kaushikmetha
2648,11548074,ldfzsl,"2024-01-25 05:31:52",0.78289,2,ldfzsl
2649,11548263,"Jatin Chawla","2024-01-23 15:47:16",0.78289,1,jatin221
2650,11510625,"Hiromichi Momoki","2024-01-17 00:16:17",0.78266,5,hiromichimomoki
2651,11530332,"Amandeep Kalotra","2024-01-19 06:50:48",0.78131,2,amandeepkalotra
2652,11507244,"Burak Öksüz","2024-01-17 17:51:46",0.77953,8,burakksz
2653,11522231,Samia_2001,"2024-01-19 07:19:48",0.77419,4,samia2001
2654,11474947,"Subhransu Mohanty","2024-01-08 07:04:46",0.77331,2,cz0255
2655,11487006,"Shaikh Abdul Rafay03","2024-01-13 10:41:47",0.77330,2,shaikhabdulrafay03
2656,11462523,seif_eddine_abichou,"2024-01-12 21:56:58",0.77316,7,seifeddine0
2657,11498640,Chhavi,"2024-01-14 04:35:27",0.77311,4,chhavidhankhar11
2658,11520133,Tanisha1604,"2024-01-17 08:51:23",0.77298,1,tanisha1604
2659,11520671,k4nz1,"2024-01-20 12:43:14",0.77273,1,kagglelk4nz1
2660,11542301,knightshadies,"2024-01-22 07:03:56",0.77176,2,graceveraa
2661,11566663,"Saim Pt 2","2024-01-27 16:32:28",0.77088,2,saimpt2
2662,11494690,Shobhit043,"2024-01-16 05:18:12",0.77087,7,shobhit043
2663,11526278,"Bohdan Klymenko","2024-01-23 11:23:30",0.77003,5,bohdanklymenko
2664,11548368,"Saim Rehman","2024-01-27 16:16:24",0.76967,7,rehmansaim
2665,11524958,Shivani_Singh100,"2024-01-18 14:25:24",0.76964,2,shivanisingh100
2666,11565477,SB,"2024-01-27 16:09:14",0.76895,1,judyjames
2667,11465610,"Kirtan Matalia26","2024-01-03 05:03:05",0.76891,1,kirtanmatalia26
2668,11467397,AKB2504,"2024-01-05 09:44:06",0.76668,1,akb2504
2669,11515211,"Aniel Villegas","2024-01-22 07:36:57",0.76667,2,anielvillegas
2670,11495126,depial,"2024-01-16 00:08:24",0.76598,2,depial
2671,11497069,yinn94,"2024-01-23 13:23:02",0.76594,5,yinn94
2672,11504587,oooh_tomo,"2024-01-27 22:15:07",0.76552,3,ooohtomo
2673,11527715,"Shagal Sajid","2024-01-19 20:07:31",0.76523,5,shagalsajid
2674,11514303,"Arefin labib","2024-01-21 17:09:47",0.76500,6,aref111n
2675,11486790,Nikhil,"2024-01-08 17:57:54",0.76443,1,nikh1l
2676,11461622,lasek26,"2024-01-19 08:11:29",0.76266,12,lasek26
2677,11477309,CambridgeChao,"2024-01-07 15:18:02",0.76259,4,cambridgechao
2678,11466069,"L Sai Ruthwik Vallabhapurapu","2024-01-03 13:56:25",0.76216,1,vlsruthwik
2679,11488166,"Johnny Strada","2024-01-28 05:50:56",0.76213,25,johnnystrada
2680,11481354,Aagamm,"2024-01-24 07:16:45",0.76211,3,aagamm
2681,11515659,jiii,"2024-01-19 15:37:49",0.76127,3,jieunsong00
2682,11489301,"DYAVARASHETTY PEEYUSH","2024-01-09 12:11:23",0.76056,1,dyavarashettypeeyush
2683,11540093,Bhargav6031,"2024-01-21 17:50:47",0.76022,2,bhargav6031
2684,11509114,Kuzagaya,"2024-01-16 16:56:12",0.75997,2,kuzagaya
2685,11500861,"ashmit sinha","2024-01-12 10:56:05",0.75963,2,ashmitsinha123
2686,11460902,JaseokJang,"2024-01-16 03:37:50",0.75847,2,jaseokjang
2687,11463334,"PRABHAT CHAMOLI","2024-01-09 14:08:28",0.75781,9,pchamoli191900
2688,11535656,"JianXiang Tian","2024-01-21 11:51:26",0.75761,3,wwxymyxx
2689,11514063,kernel-surfer,"2024-01-26 12:31:58",0.75736,1,kernelsurfer
2690,11461179,Udo!,"2024-01-03 17:22:25",0.75679,2,bryanharris123
2691,11491581,"Shital A","2024-01-11 05:55:02",0.75596,3,shitalandhalkar
2692,11473124,"Ahmed Tambal","2024-01-26 13:05:37",0.75574,4,ahmedtambal
2693,11503474,netmatze,"2024-01-16 14:33:09",0.75567,6,netmatze
2694,11464443,"Magdi El-Sharkawy","2024-01-08 10:35:00",0.75555,9,magdielsharkawy
2695,11515600,Zhenyuan,"2024-01-18 06:22:59",0.75550,8,jamieliuv587
2696,11460637,"Ethan Ewer","2024-01-24 01:09:15",0.75545,22,ethanewer
2697,11530012,Rudra,"2024-01-20 05:27:43",0.75531,2,rudra2
2698,11518496,"Riya Raizada","2024-01-17 05:24:55",0.75496,2,riyaraizada
2699,11501477,"Wira Tanginas","2024-01-19 13:32:57",0.75485,8,wiratanginas
2700,11521465,"the dumb man","2024-01-25 14:56:43",0.75382,16,thedumbman
2701,11472886,"Ikrame Boubaker","2024-01-24 18:56:45",0.75278,39,ikrameboubaker
2702,11565326,PiXianDBJ,"2024-01-27 08:47:41",0.75264,1,pixiandbj
2703,11460670,"Eric Ibarra","2024-01-03 13:24:42",0.75262,3,ericibarra
2704,11554861,"Pranay Reddy23","2024-01-26 18:27:55",0.75228,1,pranayreddy23
2705,11539108,Philo,"2024-01-22 08:48:12",0.75218,4,philopateergeorgei
2706,11516350,"Sergei Suslov","2024-01-16 11:42:11",0.75169,3,ssuslov
2707,11506273,JGu,"2024-01-24 14:03:28",0.75155,4,jgrguric96
2708,11477553,"Nicholas Allee","2024-01-13 20:43:48",0.75151,7,nicholasallee
2709,11525779,"Nabayan Saha","2024-01-27 05:52:27",0.75145,5,nabayansaha
2710,11463072,"Kabilan J","2024-01-07 15:37:55",0.75125,5,kabiljayaram
2711,11515282,"Kate Korotova","2024-01-18 04:51:10",0.75106,1,katekorotova
2712,11463144,Shrikanth_15,"2024-01-04 03:20:42",0.75093,1,shrikanthv15
2713,11513499,"Mariam Ohunene","2024-01-24 10:40:43",0.75087,6,mariamohunene
2714,11535159,Nitin00170,"2024-01-21 19:56:03",0.75081,1,nitin00170
2715,11475700,"[Deleted] 7368ac1c-0850-485b-84ed-8126751c7e15","2024-01-08 12:10:59",0.75050,2,del=870d996e4c849f5d
2716,11467914,SidSujir,"2024-01-06 12:57:24",0.75035,3,sidsujir
2717,11502145,"Minh Long Phạm","2024-01-25 03:39:16",0.75018,2,minhlongphm
2718,11484249,ceme,"2024-01-18 06:14:14",0.75012,7,erdemds
2719,11476571,"Hridayesh Bajaj","2024-01-11 02:24:51",0.75004,9,hridayeshbajaj
2720,11483262,"julius roschke","2024-01-08 21:08:56",0.74986,1,juliusroschke
2721,11503337,"Huseyin Battal","2024-01-20 15:56:14",0.74984,14,huseyinbattal
2722,11567730,"Jake Paul 222","2024-01-28 01:49:14",0.74967,4,jakepaul222
2723,11547973,"Vivek Periaswamy1618","2024-01-23 13:26:16",0.74965,2,vivekperiaswamy1618
2724,11463943,"Chomba Waihenya","2024-01-24 16:05:28",0.74964,6,chmbwa
2725,11488394,"Anton Basharimov","2024-01-16 07:39:45",0.74964,4,antonbasharimov
2726,11535525,B_sarma010,"2024-01-20 18:44:49",0.74963,2,bsarma010
2727,11464288,bobliu9427,"2024-01-22 22:49:02",0.74956,19,bobliu9427
2728,11525312,"Saikrishna Sarangan","2024-01-19 05:42:11",0.74943,2,saikrishnasarangan
2729,11510145,"Dipankar_ Dutta","2024-01-19 19:42:48",0.74931,1,mrpotato10
2730,11542265,Abhijeet0742,"2024-01-25 14:22:23",0.74924,2,abhijeet0742
2731,11520433,"Charles Bergin","2024-01-18 23:41:59",0.74924,2,charlesbergin
2732,11484738,JunSSon,"2024-01-21 08:42:42",0.74922,8,junsson
2733,11521806,"Tarushi Rastogi","2024-01-21 11:34:19",0.74917,2,tarushirastogi
2734,11539516,"Madhav Kumar_jnv","2024-01-26 15:49:22",0.74908,5,madhavkumarjnv
2735,11478617,"shubhajoy das","2024-01-27 07:29:31",0.74905,11,jimmycool
2736,11550544,"ziyi xie","2024-01-24 02:12:09",0.74872,3,ziyixie111
2737,11533899,"Cole Holub","2024-01-26 15:56:44",0.74870,11,coleholub
2738,11483750,i3ullbum,"2024-01-16 23:51:48",0.74870,4,i3ullbum
2739,11557714,"Renèe Suzc","2024-01-25 08:39:43",0.74866,2,"harrysuzc,renegaooo"
2740,11552963,Enesdincer009,"2024-01-27 12:12:39",0.74859,1,enesdincer009
2741,11536516,"Dammala Uday kiran","2024-01-27 17:17:46",0.74856,3,dammalaudaykiran
